query_id,query,search_term,qid,label,description
413213,佩卓·馬丁尼茲,佩卓·馬丁尼茲,Q726918,佩卓·馬丁尼茲,美國棒球選手
411348,富蘭克林縣 (紐約州),富蘭克林縣 (紐約州),,,
413217,角球,角球,Q242415,角球,足球定位球的一種
414449,香港導遊總工會,香港導遊總工會,Q16924244,香港導遊總工會,
418349,幸运数,幸运数,Q1428157,幸运数,integer filtered out using a sieve similar to that of Eratosthenes
417731,鹽湖縣,鹽湖縣,Q484556,鹽湖縣,美國猶他州北部的郡
418582,十一月十一,十一月十一,Q840338,十一月十一,農曆日
418590,若澤·卡洛斯·帕塞賽道,若澤·卡洛斯·帕塞賽道,,,
419778,金屬氧化物半導體場效電晶體,金屬氧化物半導體場效電晶體,Q210793,金屬氧化物半導體場效電晶體,type of field-effect transistor
419806,鄭柏林,鄭柏林,Q9087055,鄭柏林,香港童星、警察
420148,紐約地鐵R線,紐約地鐵R線,Q126459,紐約地鐵R線,New York City Subway service
420482,阿拉比 (小說),阿拉比 (小說),,,
419307,AC,AC,,,
421447,星际之门,星际之门,Q11927,星际之门,American adventure military science fiction franchise
422586,貂獴屬,貂獴屬,Q118979,貂獴屬,獴科的一属哺乳动物
422596,和富中心,和富中心,Q10921409,和富中心,
424040,红豆蛋糕,红豆蛋糕,Q7305283,红豆蛋糕,Cake with red bean paste filling
424777,胡國興,胡國興,Q9328888,胡國興,香港退休法官及政治人物
425447,太陽常數,太陽常數,Q335272,太陽常數,進入地球大氣的太陽輻射在單位面積內的總量
425586,约克郡谷地,约克郡谷地,Q977613,约克郡谷地,upland area of the Pennines in Northern England
425689,NHK日本国际传媒,NHK日本国际传媒,Q1191688,NHK日本国际传媒,NHK的对外广播电视服务
425905,幸福的黄手绢,幸福的黄手绢,Q872112,幸福的黄手绢,1977 film by Yōji Yamada
426223,国际滑冰联盟花样滑冰大奖赛,国际滑冰联盟花样滑冰大奖赛,Q1654923,国际滑冰联盟花样滑冰大奖赛,annual figure skating competition series
426296,阿列尔·奥尔特加,阿列尔·奥尔特加,Q296965,阿列尔·奥尔特加,阿根廷足球运动员
428522,心血管疾病,心血管疾病,Q389735,心血管疾病,涉及心臟或血管的一類疾病
428888,高村镇,高村镇,Q31853705,高村镇,
429577,馬凱特縣 (密歇根州),馬凱特縣 (密歇根州),,,
429573,存活時間,存活時間,,,
429694,埃斯孔迪达铜矿,埃斯孔迪达铜矿,Q588433,埃斯孔迪达铜矿,mining company in Chile
431413,弗雷德·文森,弗雷德·文森,Q460151,弗雷德·文森,chief justice of the United States from 1946 to 1953
431499,芽笼,芽笼,Q525295,芽笼,新加坡社区
430819,专有服务器,专有服务器,Q1996088,专有服务器,type of Internet hosting
431625,如聖散,如聖散,Q10942987,如聖散,
432793,楊壬孝,楊壬孝,Q9298812,楊壬孝,
433067,東方之珠,東方之珠,Q3077018,東方之珠,香港电视剧
434064,Ɣ,Ɣ,Q374797,Ɣ,letter of the Latin alphabet
434075,茨欣瓦利,茨欣瓦利,Q79863,茨欣瓦利,南奥塞梯的首都
435046,通靈王,通靈王,Q219610,通靈王,日本少年漫畫
436365,酎金失侯,酎金失侯,Q15934943,酎金失侯,
434370,海都,海都,Q558670,海都,蒙古可汗
437088,情癲大聖,情癲大聖,Q4655870,情癲大聖,2005 film directed by Jeffrey Lau
436767,典範轉移,典範轉移,Q689971,典範轉移,fundamental change in the basic concepts and experimental practices of a scientific discipline.
437331,盧秀燕,盧秀燕,Q8274707,盧秀燕,中華民國政治人物、現任臺中市市長
437454,弗雷德里克一世 (瑞典),弗雷德里克一世 (瑞典),,,
439404,ATI Radeon HD 2000,ATI Radeon HD 2000,,,
439543,新竹客運,新竹客運,Q11083977,新竹客運,客運業者
439917,聖神修院,聖神修院,Q58555,聖神修院,seminary
441581,希博伊根縣 (密歇根州),希博伊根縣 (密歇根州),,,
441336,黃昭輝,黃昭輝,Q8348614,黃昭輝,Taiwanese politician
445987,STS-57,STS-57,Q71962,STS-57,human spaceflight
447180,腳踝,腳踝,Q168002,腳踝,足部和腿相连的部分
447280,深圳灣公路大橋,深圳灣公路大橋,Q7222063,深圳灣公路大橋,中国的一座跨海大桥
446791,天下文化,天下文化,,,
443693,中華路 (新竹市),中華路 (新竹市),,,
447805,魔界女王候補生,魔界女王候補生,Q865603,魔界女王候補生,日本少女漫畫
446863,啊，加拿大,啊，加拿大,Q93359,啊，加拿大,加拿大國歌
448168,2014年亚洲运动会,2014年亚洲运动会,Q495366,2014年亚洲运动会,赛事
448587,盧戈氏碘液,盧戈氏碘液,Q409860,盧戈氏碘液,"mixture of water, iodine and potassium iodide"
449046,美国海军陆战队,美国海军陆战队,Q11218,美国海军陆战队,美国第四大军种
449278,雪山神女,雪山神女,Q170485,雪山神女,"Hindu goddess of fertility, motherly love and devotion"
449847,文图拉县,文图拉县,Q108127,文图拉县,"county in California, United States of America"
450667,芥末醬,芥末醬,,,
450895,塙直之,塙直之,Q866169,塙直之,samurai
451668,沐胶,沐胶,,,
451730,夏季奥林匹克运动会奖牌统计,夏季奥林匹克运动会奖牌统计,,,
452477,藤球,藤球,Q188818,藤球,球类运动
451767,桑克,桑克,Q1095022,桑克,法国瓦兹省市镇
452810,胡春华,胡春华,Q1185298,胡春华,第十八、十九届中共中央政治局委员，十四届全国政协副主席
453584,空中大灌籃,空中大灌籃,Q207659,空中大灌籃,1996年真人電影和動畫電影
453613,茄科,茄科,Q134172,茄科,茄目的一科植物
453728,謝遷,謝遷,Q15907757,謝遷,politician
454104,崇陽戰鬥 (抗日戰爭),崇陽戰鬥 (抗日戰爭),Q11053197,崇陽戰鬥 (抗日戰爭),
455397,荒木伸吾,荒木伸吾,Q2632773,荒木伸吾,Japanese animation artist and character designer
456779,石岛,石岛,Q2218561,石岛,island in People's Republic of China
456566,白巧克力,白巧克力,Q742385,白巧克力,confection based on cocoa butter extracted from cacao
457240,碛西节度使,碛西节度使,Q10442388,碛西节度使,
457402,吴芝圃,吴芝圃,Q10919695,吴芝圃,中国政治人物（1906－1967）
457660,分子雲,分子雲,Q272447,分子雲,type of interstellar cloud
457633,突尼斯鉤針編織法,突尼斯鉤針編織法,Q2705715,突尼斯鉤針編織法,type of needlework reminding of both crochet and knitting
458153,1975年地中海运动会,1975年地中海运动会,Q932480,1975年地中海运动会,7th edition of the Mediterranean Games
457875,石之森章太郎,石之森章太郎,Q471103,石之森章太郎,日本漫畫家
458761,反戰運動,反戰運動,Q794691,反戰運動,social movement opposed to a nation's status of armed conflict
458795,衛星城市,衛星城市,Q691960,衛星城市,smaller municipality that is adjacent to a major city within a metropolitan area
459037,川內組,川內組,,,
459243,液胞,液胞,Q127702,液胞,"closed structure in eukaryotic cells, completely surrounded by unit membrane and contains liquid material; cells may contain one or more vacuoles, possibly with different functions"
459523,凯恩县 (犹他州),凯恩县 (犹他州),,,
459502,蒙扎,蒙扎,Q6252,蒙扎,意大利市镇
460185,少年超人隊 (動畫),少年超人隊 (動畫),,,
459575,湯姆傑利小故事,湯姆傑利小故事,Q2077391,湯姆傑利小故事,2006–2008 animated television series
460333,釋日常,釋日常,Q15903951,釋日常,
460759,洛根縣,洛根縣,Q495160,洛根縣,"county in West Virginia, United States"
463456,第104號交響曲 (海頓),第104號交響曲 (海頓),Q166278,第104號交響曲 (海頓),symphony by Joseph Haydn
461410,梅肯縣,梅肯縣,Q115324,梅肯縣,美国伊利诺伊州县份
464698,南园新村学校,南园新村学校,Q10907152,南园新村学校,
466051,弗里蒙特縣 (科羅拉多州),弗里蒙特縣 (科羅拉多州),,,
465412,百百綱家,百百綱家,Q11580656,百百綱家,
466442,四逆湯,四逆湯,Q27868330,四逆湯,Kampo drug
466991,The Smashing Pumpkins,The Smashing Pumpkins,,,
466815,孔子家语,孔子家语,,,
467155,印第安纳波利斯奥林匹亚,印第安纳波利斯奥林匹亚,Q513372,印第安纳波利斯奥林匹亚,basketball team
467588,知名病毒及蠕蟲的歷史年表,知名病毒及蠕蟲的歷史年表,Q1292360,知名病毒及蠕蟲的歷史年表,computer malware timeline
467775,瀨戶早妃,瀨戶早妃,Q3088828,瀨戶早妃,Japanese idol
468196,被愛不如去愛,被愛不如去愛,Q5353552,被愛不如去愛,1997 single by KinKi Kids
468369,演化論,演化論,Q11640129,演化論,演化的科學理論
468352,天體生物學,天體生物學,Q411,天體生物學,研究在宇宙中生命起源、生物演化、分布和未来发展的交叉学科
468575,冰火山,冰火山,Q478788,冰火山,"volcano on icy moons (e.g. Titan) and other bodies (e.g. Pluto, Ceres) that erupts volatiles (e.g. water, ammonia or methane)"
470407,布恩縣 (阿肯色州),布恩縣 (阿肯色州),,,
470152,层云,层云,Q40526,层云,type of cloud
472096,韋拉札諾海峽大橋,韋拉札諾海峽大橋,Q125673,韋拉札諾海峽大橋,bridge in New York City
472583,岳云,岳云,Q11050431,岳云,岳飞之子
473367,內政部消防署,內政部消防署,Q10891301,內政部消防署,中華民國（臺灣）消防機關
473451,核爆危机,核爆危机,Q221237,核爆危机,2006 TV series
473742,中部非洲国家银行,中部非洲国家银行,,,
474159,劳动界,劳动界,Q10901069,劳动界,
472682,台北國際自行車展覽會,台北國際自行車展覽會,Q10914107,台北國際自行車展覽會,
475185,陈赛娟,陈赛娟,Q6137125,陈赛娟,Chinese geneticist
476353,鄺俊宇,鄺俊宇,Q9357271,鄺俊宇,香港政治人物
475662,沙咀,沙咀,,,
475251,人論,人論,Q1275703,人論,"refers to the study of the human (""anthropology"") as it relates to God"
476443,西科斯基 S-43,西科斯基 S-43,Q2556074,西科斯基 S-43,1935 airliner flying boat family by Sikorsky
476439,失禮,失禮,Q1398885,失禮,socially awkward or tactless act
477323,范礼安,范礼安,Q2091318,范礼安,Italian Jesuit missionary
477650,下哈兴体育俱乐部,下哈兴体育俱乐部,,,
477691,胡定欣,胡定欣,Q877027,胡定欣,香港女演員
477706,皇家安德列治體育會,皇家安德列治體育會,,,
477965,庞姓,庞姓,,,
478670,她從海上來,她從海上來,Q10942851,她從海上來,TV series or program
478932,多元文化電視台,多元文化電視台,Q3352067,多元文化電視台,Canadian television network
479187,舊學派嘻哈,舊學派嘻哈,Q868855,舊學派嘻哈,historical musical period; music genre
479041,弗朗切斯科·科西加,弗朗切斯科·科西加,Q1230,弗朗切斯科·科西加,第8任意大利总统
479503,秦慧珠,秦慧珠,Q8275964,秦慧珠,台湾政治人物
480264,淘氣雙子星,淘氣雙子星,Q2152892,淘氣雙子星,television series
479065,命運傳奇2,命運傳奇2,Q612844,命運傳奇2,2002 video game
479799,北極 (天文),北極 (天文),Q10903149,北極 (天文),
481340,也許明天,也許明天,Q62267814,也許明天,張惠妹2004年錄音室專輯
480896,傑夫·霍納塞克,傑夫·霍納塞克,Q555355,傑夫·霍納塞克,American basketball player and coach
483257,哈里森·福特,哈里森·福特,Q81328,哈里森·福特,美國男演員，曾飾演過家喻戶曉的韓·索羅和印第安納·瓊斯兩角
486860,維吉尼亞州第二十二騎兵團,維吉尼亞州第二十二騎兵團,Q10468322,維吉尼亞州第二十二騎兵團,
482847,甘菁菁,甘菁菁,Q15942110,甘菁菁,
481598,跳灰,跳灰,Q7209404,跳灰,1976年香港电影
481500,一個美國人在巴黎,一個美國人在巴黎,,,
486867,維吉尼亞州第十騎兵團,維吉尼亞州第十騎兵團,Q4547184,維吉尼亞州第十騎兵團,military unit
482337,藥師丸博子,藥師丸博子,Q1054683,藥師丸博子,日本演員、歌手
481534,关于耶和华见证人的论战,关于耶和华见证人的论战,Q2361289,关于耶和华见证人的论战,criticism of Jehovah's Witnesses by different authorities and former members
487192,地下室手记,地下室手记,Q695116,地下室手记,1864 novella by Fyodor Dostoyevsky
487488,鑑證實錄II,鑑證實錄II,Q15896751,鑑證實錄II,香港电视剧
487633,张充和,张充和,Q8463086,张充和,中国书法家
487629,錦壆路,錦壆路,Q15939697,錦壆路,
492868,潍汶河,潍汶河,Q29990430,潍汶河,
491251,絢香×可苦可樂,絢香×可苦可樂,Q11606741,絢香×可苦可樂,
489737,讓·迪厄多內,讓·迪厄多內,Q371957,讓·迪厄多內,法国数学家（1906–1992）
491344,葉詠捷,葉詠捷,Q8051232,葉詠捷,Taiwanese baseball player
491449,京津泰晤士报,京津泰晤士报,Q10883201,京津泰晤士报,newspaper
490382,林園,林園,Q272231,林園,botanical garden containing living collections of woody plants intended at least partly for scientific study
492871,大汶河,大汶河,Q163339,大汶河,中华人民共和国河流
490886,西門·馬里烏斯,西門·馬里烏斯,Q76684,西門·馬里烏斯,German astronomer
490853,塞提夫協定體育俱樂部,塞提夫協定體育俱樂部,,,
493556,广学会,广学会,,,
493954,中國 (佛教),中國 (佛教),Q10874404,中國 (佛教),geo-cultural sub-division of ancient India extending from the upper reaches of the Ganga and the Yamuna to the confluence of the two rivers at Prayaga
495534,吕青,吕青,Q10918453,吕青,
499348,討伐董卓之戰,討伐董卓之戰,,,
498503,力圖唱片,力圖唱片,Q10900643,力圖唱片,Hong Kong record label
498186,种群瓶颈,种群瓶颈,Q815715,种群瓶颈,"event that reduces size and genetic variation of a population, followed by a size recovery"
498440,王坦之,王坦之,Q7967631,王坦之,Eastern Jin Dynasty official
498320,披集府,披集府,Q237874,披集府,province in central Thailand
500175,李奧汀·普萊絲,李奧汀·普萊絲,Q233718,李奧汀·普萊絲,美国女高音歌唱家
500195,哈索·冯·曼陀菲尔,哈索·冯·曼陀菲尔,Q57211,哈索·冯·曼陀菲尔,German general and politician (1897-1978)
498864,内营力作用,内营力作用,Q10894773,内营力作用,
500200,茱恩·安德森,茱恩·安德森,Q269693,茱恩·安德森,singer
496944,马尔堡,马尔堡,Q3869,马尔堡,德国黑森州城市
502372,捷運電扶梯掀頭皮事件,捷運電扶梯掀頭皮事件,Q11077898,捷運電扶梯掀頭皮事件,
500487,人与自然,人与自然,Q10883416,人与自然,
502454,马克·威廉姆斯,马克·威廉姆斯,Q317265,马克·威廉姆斯,威尔士斯诺克选手
505123,鐵門 (多瑙河),鐵門 (多瑙河),,,
502520,金鎖記,金鎖記,Q15911445,金鎖記,Novella
507734,微腫頭龍屬,微腫頭龍屬,Q131775,微腫頭龍屬,genus of reptiles (fossil)
507568,世新大學,世新大學,Q7496457,世新大學,位於臺北市文山區的私立大學
506687,禹刑,禹刑,Q10448193,禹刑,
507714,李聚奎,李聚奎,Q8314147,李聚奎,Chinese general
502803,丧乱帖,丧乱帖,Q10871612,丧乱帖,
508619,易心莹,易心莹,Q11088294,易心莹,
509796,東角 (消歧義),東角 (消歧義),,,
508393,約翰·塞爾弗里奇,約翰·塞爾弗里奇,Q454480,約翰·塞爾弗里奇,American mathematician (1927-2010)
506750,杏齒龍屬,杏齒龍屬,Q133524,杏齒龍屬,genus of reptiles (fossil)
510397,毒癮龍屬,毒癮龍屬,Q144253,毒癮龍屬,genus of reptiles (fossil)
510674,馬爾堡公國,馬爾堡公國,Q7245111,馬爾堡公國,short-lived micronation in 1993
511194,資本適足要求,資本適足要求,Q2914988,資本適足要求,Required amount of capital needed by financial institutions
510424,亨德森,亨德森,Q49267,亨德森,"city in Clark County, Nevada, United States"
511945,盱烈,盱烈,Q10435923,盱烈,
511791,不依赖空气推进,不依赖空气推进,Q789826,不依赖空气推进,propulsion system for submarines which operates without access to atmospheric oxygen
512284,陳克勤,陳克勤,Q5524836,陳克勤,Hong Kong politician
512342,錫布利縣 (明尼蘇達州),錫布利縣 (明尼蘇達州),Q491184,錫布利縣 (明尼蘇達州),"county in Minnesota, United States"
511679,縣道192號,縣道192號,Q17032638,縣道192號,宜蘭縣道
512274,游标卡尺,游标卡尺,Q14946576,游标卡尺,"auxiliary scale of a measurement device, that aids to increase measurement precision"
512038,上闭集合,上闭集合,Q2528262,上闭集合,预序集的子集使得包含所有大于其元素的元素
512480,钉子户,钉子户,Q373691,钉子户,real estate whose owner won't give up rights
512678,烏梁素海,烏梁素海,Q7374641,烏梁素海,中华人民共和国内蒙古自治区湖泊
514283,木麻黃科,木麻黃科,,,
513655,格罗顿 (马萨诸塞州),格罗顿 (马萨诸塞州),Q3776991,格罗顿 (马萨诸塞州),"town in Middlesex County, Massachusetts, United States"
512757,二聖路,二聖路,Q10880336,二聖路,是高雄市一條鳳山區經由苓雅區至前鎮區的次級道路
514807,光放大器,光放大器,Q1359305,光放大器,device that amplifies an optical signal
514777,麥可·貝,麥可·貝,,,
515050,北京大學信息管理系,北京大學信息管理系,Q10902195,北京大學信息管理系,academic department
515223,真静乡,真静乡,Q13999610,真静乡,中国四川省广安市武胜县下辖的乡
515397,生肖郵票,生肖郵票,Q11164862,生肖郵票,definitive special stamp issued in some countries during the New Year's holidays
515510,灰化土,灰化土,Q192813,灰化土,soil type
515291,蓝麂羚,蓝麂羚,Q748880,蓝麂羚,哺乳动物物种
515572,实体图,实体图,Q5380539,实体图,Element of the diagrammatic syntax for logic
515703,儲秀宮,儲秀宮,Q10889500,儲秀宮,為紫禁城內廷西六宮之一
515710,齙牙,齙牙,,,
516435,可持續發展策略研究中心,可持續發展策略研究中心,Q10913782,可持續發展策略研究中心,
516081,金裝四大才子,金裝四大才子,Q15903898,金裝四大才子,
518176,拉马第高能太阳光谱成像探测器,拉马第高能太阳光谱成像探测器,Q54359,拉马第高能太阳光谱成像探测器,space observatory which reentered in 2023
518193,野比伸助,野比伸助,Q986728,野比伸助,character in the Doraemon series
519131,伊尔松,伊尔松,Q271090,伊尔松,法国埃纳省市镇
519228,英屬處女群島分區,英屬處女群島分區,Q2900993,英屬處女群島分區,
520510,周政保影帶事件,周政保影帶事件,Q10920601,周政保影帶事件,
519270,枫香,枫香,,,
520555,血继限界,血继限界,,,
517047,醫心方,醫心方,Q649560,醫心方,literary work
520859,昭遠墳場,昭遠墳場,Q11089013,昭遠墳場,cemetery in Hong Kong
521438,汀角,汀角,Q11132957,汀角,Village in Hong Kong
521779,小龜,小龜,Q11036042,小龜,
522120,伊沃·安德里奇,伊沃·安德里奇,Q47561,伊沃·安德里奇,作家
522212,華納兄弟唱片公司,華納兄弟唱片公司,Q843402,華納兄弟唱片公司,美國唱片公司（1958年至2019年）
523774,李平,李平,Q114149583,李平,researcher
525990,國家知識產權局,國家知識產權局,Q985999,國家知識產權局,负责专利、商标及涉外知识产权事项的国务院直属机构
525936,玛丽娅·基谢廖娃,玛丽娅·基谢廖娃,Q2351499,玛丽娅·基谢廖娃,Russian synchronized swimmer
526263,博格 (星际旅行),博格 (星际旅行),,,
526133,维利·罗尼,维利·罗尼,Q536620,维利·罗尼,French photographer (1910-2009)
525690,皇帝：龙之崛起,皇帝：龙之崛起,Q510054,皇帝：龙之崛起,2002 video game
525235,劳特布伦嫩,劳特布伦嫩,Q64011,劳特布伦嫩,瑞士伯尔尼州市镇
526032,盤龍目,盤龍目,Q319520,盤龍目,order of tetrapods
526376,布拉德利·麦吉,布拉德利·麦吉,Q450769,布拉德利·麦吉,Australian cyclist
526865,金夫人馳馬徑,金夫人馳馬徑,Q15940373,金夫人馳馬徑,
527617,摩西·夏里特,摩西·夏里特,Q208477,摩西·夏里特,以色列第二任總理
529094,叶莉,叶莉,Q986169,叶莉,中国女子篮球运动员
529109,雍布拉康,雍布拉康,Q1986928,雍布拉康,building in People's Republic of China
528129,葛天民,葛天民,Q45367017,葛天民,Song dynasty person CBDB = 10070
528471,印度国民军,印度国民军,Q156062,印度国民军,武装力量
529629,塔尔卡流浪者体育社会俱乐部,塔尔卡流浪者体育社会俱乐部,Q719439,塔尔卡流浪者体育社会俱乐部,association football club
529153,小爪水獺屬,小爪水獺屬,Q1291566,小爪水獺屬,鼬科的一属哺乳动物
528179,維高文化,維高文化,Q4017042,維高文化,hong kong based record label
530048,广东大兴矿难,广东大兴矿难,Q10282680,广东大兴矿难,
529877,奈梅亨,奈梅亨,Q47887,奈梅亨,荷兰海尔德兰省城市
530915,鄭乃文,鄭乃文,Q9186986,鄭乃文,前任職棒選手
530919,段暄,段暄,Q9300545,段暄,
531141,中国环境问题,中国环境问题,,,
532803,摩诃摩耶,摩诃摩耶,Q10297285,摩诃摩耶,维基媒体消歧义页
531734,櫻庭一樹,櫻庭一樹,,,
532699,西单民主墙,西单民主墙,Q522649,西单民主墙,主要以80年代初期魏京生张贴大字报及主办相关民主沙龙而闻名
534184,六國酒店,六國酒店,Q10893181,六國酒店,
534438,米舍利娜·卡尔米-雷伊,米舍利娜·卡尔米-雷伊,Q122377,米舍利娜·卡尔米-雷伊,member of the Swiss Federal Council
534223,卫州,卫州,,,
533066,拉克,拉克,Q949243,拉克,"unit in the Indian numbering system equal to 100,000 (written as 1,00,000 in the Indian digit grouping convention)"
535392,东方白鹳,东方白鹳,Q998495,东方白鹳,一种鸟类
531654,維格利德,維格利德,Q1130175,維格利德,field foretold to host the final battle between during Ragnarök
531929,缅元,缅元,,,
535423,2006年至2007年荷蘭足球甲級聯賽,2006年至2007年荷蘭足球甲級聯賽,Q1070937,2006年至2007年荷蘭足球甲級聯賽,football tournament edition
532907,蜘蛛人2,蜘蛛人2,Q190145,蜘蛛人2,山姆·萊米執導的2004年電影
536705,赤化,赤化,Q110450436,赤化,
536842,藏春閣,藏春閣,Q108151101,藏春閣,金瓶梅虛構建築，位於西門慶宅
537132,海姆瑞恩,海姆瑞恩,Q14088252,海姆瑞恩,fictional island in Middle-earth
537485,詹姆斯·霍纳,詹姆斯·霍纳,Q106221,詹姆斯·霍纳,電影作曲家和指揮 (1953-2015)
537771,王磊,王磊,Q4103230,王磊,中国男子花样滑冰运动员
538483,拉希德·苏尼亚耶夫,拉希德·苏尼亚耶夫,Q836911,拉希德·苏尼亚耶夫,Russian astronomer
539060,挑战者号航天飞机灾难,挑战者号航天飞机灾难,Q858145,挑战者号航天飞机灾难,1986年1月28日挑戰者號太空梭於發射升空時爆炸墜毀的重大事件
537926,伐楼尼,伐楼尼,Q4104034,伐楼尼,女性人名
538439,梁蘇記,梁蘇記,Q6534588,梁蘇記,
538145,輝柏嘉,輝柏嘉,Q455476,輝柏嘉,德國文具及美術用品生產商
538719,埃德蒙德·卡普拉尼,埃德蒙德·卡普拉尼,Q560612,埃德蒙德·卡普拉尼,Albanian footballer
536537,1955–56年欧洲冠军杯,1955–56年欧洲冠军杯,,,
539981,SBS (韓國),SBS (韓國),,,
540586,托比·马圭尔,托比·马圭尔,Q165524,托比·马圭尔,美國男演員
540756,杨梅科,杨梅科,Q843892,杨梅科,family of plants
541685,何式凝,何式凝,Q10886186,何式凝,
543525,C·P·斯诺,C·P·斯诺,Q333575,C·P·斯诺,English novelist and physical chemist (1905–1980)
543311,米德縣 (南達科他州),米德縣 (南達科他州),,,
543751,电梯风波,电梯风波,Q10426598,电梯风波,
544968,關鍵格,關鍵格,Q1493902,關鍵格,drawing that defines the starting and ending points of any smooth transition
544970,透骨草科,透骨草科,Q1061384,透骨草科,family of plants
545073,都靈裹屍布,都靈裹屍布,Q178331,都靈裹屍布,length of linen cloth bearing the image of a man who is alleged to be Jesus of Nazareth
545529,保罗教堂宪法,保罗教堂宪法,Q695379,保罗教堂宪法,German constitution of 28 March 1849
544724,利物浦足球俱乐部历史,利物浦足球俱乐部历史,Q458689,利物浦足球俱乐部历史,维基媒体列表条目
546281,絕對武力：一觸即發,絕對武力：一觸即發,Q847820,絕對武力：一觸即發,CS:CZ，射擊類電子競技遊戲
546405,嚴歌苓,嚴歌苓,,,
547067,天天樂翻天,天天樂翻天,Q10939328,天天樂翻天,a variety show of Taiwan Television Corporation (Taiwan TV)
547343,角鮟鱇科,角鮟鱇科,Q1552690,角鮟鱇科,family of fishes
548086,山西航空,山西航空,Q684526,山西航空,airline
548448,透写纸,透写纸,Q1143474,透写纸,"paper made to have low opacity, allowing light to pass through"
548978,少年英雄方世玉,少年英雄方世玉,Q11036488,少年英雄方世玉,Hong Kong TV series or program
549397,吳善九,吳善九,Q10918691,吳善九,politician (1958-2007)
550735,藥燉土虱,藥燉土虱,Q17031556,藥燉土虱,
550527,小兴安岭,小兴安岭,Q404600,小兴安岭,中国东北地区山脉
548252,隋棠,隋棠,Q710895,隋棠,臺灣女演員、模特兒
550738,瓜菜代,瓜菜代,Q10422789,瓜菜代,
550982,寡妇和不义的官的比喻,寡妇和不义的官的比喻,Q1269599,寡妇和不义的官的比喻,Jesus' parable
551101,羅鎮岳,羅鎮岳,Q15923213,羅鎮岳,
553159,本田Mobilio Spike,本田Mobilio Spike,,,
551921,潘文渊,潘文渊,Q15921637,潘文渊,Chinese-American electrical engineer
554317,卢普区,卢普区,Q70626,卢普区,芝加哥的一个区
553798,洛斯蘭恩,洛斯蘭恩,Q986655,洛斯蘭恩,fictional location
553921,鲁米,鲁米,Q43347,鲁米,波斯诗人
554762,偏執狂,偏執狂,Q1229994,偏執狂,"thought process believed to be heavily influenced by anxiety or fear, often to the point of delusion and irrationality"
553970,萨特弗里斯兰语,萨特弗里斯兰语,Q27154,萨特弗里斯兰语,last living dialect of the East Frisian language
554819,日本國鐵ED75型電力機車,日本國鐵ED75型電力機車,Q11086319,日本國鐵ED75型電力機車,日本的电力机车
555000,帕諾拉縣 (密西西比州),帕諾拉縣 (密西西比州),,,
554497,OB,OB,,,
555284,鸢尾蒜科,鸢尾蒜科,Q925613,鸢尾蒜科,植物的一科
555807,高分辨率天文中心,高分辨率天文中心,Q1023601,高分辨率天文中心,"optical interferometer at Mount Wilson, California"
556298,介值定理,介值定理,Q245098,介值定理,數學定理
556234,奥卢塞贡·奥巴桑乔,奥卢塞贡·奥巴桑乔,Q202006,奥卢塞贡·奥巴桑乔,Nigerian president (1999-2007) and military leader (1976–79)
556570,川崎重工業C151電力動車組,川崎重工業C151電力動車組,Q6135650,川崎重工業C151電力動車組,class of electric multiple units in Singapore
557637,剪接體,剪接體,Q915868,剪接體,從初級轉錄物中移除內含子的分子機器
559550,慕尼黑有轨电车,慕尼黑有轨电车,Q526596,慕尼黑有轨电车,tram system
556947,汤寿潜,汤寿潜,Q11136021,汤寿潜,清末民初浙江政治家
559964,內側行星和外側行星,內側行星和外側行星,,,
559460,活俑,活俑,Q11147534,活俑,novel by Ni Kuang
560166,查理·盧西安諾,查理·盧西安諾,Q208357,查理·盧西安諾,Italian American mobster (1897–1962)
559432,牽招,牽招,Q855006,牽招,
556627,Ŗ,Ŗ,,,
561010,普热梅希尔,普热梅希尔,Q208473,普热梅希尔,波兰东南部边境城市
560324,臺灣汽車客運公司,臺灣汽車客運公司,Q15902406,臺灣汽車客運公司,
560783,东方站,东方站,Q211014,东方站,1957年建立的一个科考站
562403,蔡珽,蔡珽,Q12269785,蔡珽,Qing dynasty politician
563821,峴港SHB足球俱樂部,峴港SHB足球俱樂部,Q632990,峴港SHB足球俱樂部,越南足球俱乐部
563549,垂花属,垂花属,Q2344974,垂花属,genus of plants
562330,國際橘,國際橘,Q2529373,國際橘,"color, shade of orange with red; used in the aerospace industry to set objects apart from their surroundings"
561583,中華民國空軍軍官學校,中華民國空軍軍官學校,Q10876429,中華民國空軍軍官學校,台灣高雄市岡山區的軍事院校
562033,英皇,英皇,,,
564347,狀語,狀語,Q380012,狀語,語言單位
564378,法國學生全國聯盟,法國學生全國聯盟,,,
564621,林安泰古厝,林安泰古厝,Q6776837,林安泰古厝,"museum in Taipei, Taiwan"
564434,波斯王子系列,波斯王子系列,,,
562495,斯科特·尼德梅爾,斯科特·尼德梅爾,Q449145,斯科特·尼德梅爾,Canadian ice hockey player (born 1973)
562662,钢琴教师,钢琴教师,Q159690,钢琴教师,2001年电影
565869,T-34教練機,T-34教練機,Q2343923,T-34教練機,trainer aircraft family
564727,毛剑卿,毛剑卿,Q2758210,毛剑卿,退役足球运动员，中国国家队前国脚
565967,趙鑫洲,趙鑫洲,Q15938841,趙鑫洲,
566336,胡菊人,胡菊人,Q9428597,胡菊人,
566466,加丹加省,加丹加省,Q217242,加丹加省,刚果民主共和国城市
