id,type,label-zh,label-zh-hans,label-zh-cn,label-zh-tw,label-yue,label-kk,label-en,description-zh,description-zh-hans,description-zh-cn,description-zh-tw,description-yue,description-en,alias-zh,alias-en,zhwiki,zh_yuewiki,kkwiki,enwiki,alias-kk,description-kk
Q1513,item,那格浦尔,那格浦尔,那格浦尔,那格浦爾,那格浦爾,Нагпур,Nagpur,印度马哈拉施特拉邦的城市,,,,,"city in Maharashtra, India",那格普尔,Nagpore,https://zh.wikipedia.org/wiki/那格浦尔,https://zh-yue.wikipedia.org/wiki/那格浦爾,https://kk.wikipedia.org/wiki/Нагпур,https://en.wikipedia.org/wiki/Nagpur,,
Q1521,item,里昂主教座堂,,,,,,Lyon Cathedral,,,,,,"Roman Catholic cathedral in Lyon, France, and the seat of the Archbishop of Lyon",,Cathédrale Saint-Jean-Baptiste,https://zh.wikipedia.org/wiki/里昂主教座堂,,,https://en.wikipedia.org/wiki/Lyon Cathedral,,
Q1522,item,新墨西哥州,新墨西哥州,新墨西哥州,新墨西哥州,新墨西哥州,Нью-Мексико,New Mexico,美國州份,美国州份,美国州份,美國州份,美國州份,state of the United States of America,,"NM, New Mexico, United States, State of New Mexico, N. Mex., N.M., The Land of Enchantment, US-NM",https://zh.wikipedia.org/wiki/新墨西哥州,https://zh-yue.wikipedia.org/wiki/新墨西哥州,https://kk.wikipedia.org/wiki/Нью-Мексико,https://en.wikipedia.org/wiki/New Mexico,,
Q1525,item,环岛,,,圓環,迴旋處,,roundabout,交通设施,,,,,traffic intersection,"環行道, 迥旋處劇場公司",,https://zh.wikipedia.org/wiki/圓環,https://zh-yue.wikipedia.org/wiki/迴旋處,,https://en.wikipedia.org/wiki/Roundabout,,
Q1526,item,拉美西斯一世,,,,拉美西斯一世,,Ramesses I,,,,,,founding pharaoh of Ancient Egypt's Nineteenth Dynasty,,"Ramesses, Pa-ra-mes-su, Menpehtyre, Rameses",https://zh.wikipedia.org/wiki/拉美西斯一世,https://zh-yue.wikipedia.org/wiki/拉美西斯一世,,https://en.wikipedia.org/wiki/Ramesses I,,
Q1533,item,加拉加斯,加拉加斯,,加拉加斯,卡拉卡斯,,Caracas,委內瑞拉首都,,,委內瑞拉首都,,capital and largest city of Venezuela,卡拉卡斯,"Santiago de Leon de Caracas, CCS, Santiago de León de Caracas",https://zh.wikipedia.org/wiki/卡拉卡斯,https://zh-yue.wikipedia.org/wiki/卡拉卡斯,,https://en.wikipedia.org/wiki/Caracas,,
Q1562,item,芬克威尔德,芬克威尔德,芬克威尔德,,,,Finkenwerder,,,,,,"quarter of Hamburg, Germany",,,,,,https://en.wikipedia.org/wiki/Finkenwerder,,
Q1565,item,比爾施泰特,,,,,,Billstedt,,,,,,"quarter in Hamburg-Mitte, Hamburg, Germany",,,,,,https://en.wikipedia.org/wiki/Billstedt,,
Q1574,item,Avast Antivirus,Avast Antivirus,Avast Antivirus,Avast Antivirus,Avast (防毒軟件),,Avast Antivirus,防毒軟件,,,,,antivirus computer program,avast!,avast!,https://zh.wikipedia.org/wiki/Avast (杀毒软件),https://zh-yue.wikipedia.org/wiki/Avast (防毒軟件),,https://en.wikipedia.org/wiki/Avast Antivirus,,
Q1607,item,白沙岛,白沙岛,白沙岛,,,,Blankenese,,,,,,"quarter in Altona, Hamburg, Germany",,,,,,https://en.wikipedia.org/wiki/Blankenese,,
Q1611,item,,,,,,,Eimsbüttel,,,,,,"quarter in the Eimsbüttel borough of Hamburg, Germany",,,,,,https://en.wikipedia.org/wiki/Eimsbüttel (quarter),,
Q1623,item,巴伦苏埃拉,,,,,,Valenzuela,,,,,,city of the Philippines in Metro Manila,巴倫蘇埃拉省,"City of Valenzuela, Valenzuela City, Valenzuela, Metro Manila, Valenzuela, Philippines, Valenzuela, NCR",https://zh.wikipedia.org/wiki/巴伦苏埃拉 (菲律宾),,,"https://en.wikipedia.org/wiki/Valenzuela, Metro Manila",,
Q1636,item,安蒂波洛,安蒂波洛,,,,,Antipolo,,位于菲律宾卡拉巴松黎刹省的城市,,,,city of the Philippines and capital of the province of Rizal,,"Antipolo City, City of Antipolo, Antipolo, Rizal",https://zh.wikipedia.org/wiki/安蒂波洛,,,https://en.wikipedia.org/wiki/Antipolo,,
Q1638,item,普里奥里莫·内比奥罗,普里奥里莫·内比奥罗,普里奥里莫·内比奥罗,,,,Primo Nebiolo,,,,,,Italian sports official and IAAF president,,,,,,https://en.wikipedia.org/wiki/Primo Nebiolo,,
Q1641,item,,,,,,,Bergstedt,,,,,,"quarter of Hamburg, Germany",,,,,,https://en.wikipedia.org/wiki/Bergstedt,,
Q1644,item,易北河,易北河,易北河,,易北河,Эльба,Elbe,中歐主要河流,,,,,major river in Central Europe,,Labe,https://zh.wikipedia.org/wiki/易北河,https://zh-yue.wikipedia.org/wiki/易北河,https://kk.wikipedia.org/wiki/Эльба,https://en.wikipedia.org/wiki/Elbe,,
Q1672,item,,,,,,,Dejen Gebremeskel,,,,,,Ethiopian long-distance runner,,,,,,https://en.wikipedia.org/wiki/Dejen Gebremeskel,,
Q1673,item,內卡河,,,,,,Neckar,德國河流,,,,,right tributary of Rhine river in Germany,内卡河,NSU-Fiat,https://zh.wikipedia.org/wiki/内卡河,,,https://en.wikipedia.org/wiki/Neckar,,
Q1681,item,,,,,,,Abel Mutai,,,,,,Kenyan long-distance runner,,Abel Kiprop Mutai,,,,https://en.wikipedia.org/wiki/Abel Mutai,,
Q1693,item,北海,北海,北海,北海,北海,Солтүстік теңіз,North Sea,大西洋的陆缘海,北大西洋的一部分,,,,marginal sea of the Atlantic Ocean,,"German Sea, the North Sea, German Ocean, the German Sea, British Ocean, the British Ocean, Cumbric Sea, Cymbric Sea, Cimbric Sea",https://zh.wikipedia.org/wiki/北海 (大西洋),https://zh-yue.wikipedia.org/wiki/北海 (大西洋),https://kk.wikipedia.org/wiki/Солтүстік теңізі,https://en.wikipedia.org/wiki/North Sea,,
Q1706,item,塔瓦科,,,塔瓦科,,,Tabaco,,,,,,city of the Philippines in the province of Albay,,"City of Tabaco, Tabaco City, Tabaco, Albay",,,,https://en.wikipedia.org/wiki/Tabaco,,
Q1707,item,基尔,基尔,基尔,,基爾,Киль,Kiel,德国石勒苏益格-荷尔斯泰因州城市,,,,,"German city, capital of Schleswig-Holstein",,,https://zh.wikipedia.org/wiki/基尔,https://zh-yue.wikipedia.org/wiki/基爾,,https://en.wikipedia.org/wiki/Kiel,,
Q1711,item,波茨坦,波茨坦,波茨坦,,波茨坦,Потсдам,Potsdam,德国城市,,,,,capital city of the German state of Brandenburg,,Imperial City of Potsdam,https://zh.wikipedia.org/wiki/波茨坦,https://zh-yue.wikipedia.org/wiki/波茨坦,https://kk.wikipedia.org/wiki/Потсдам,https://en.wikipedia.org/wiki/Potsdam,,
Q1712,item,埃里克·巴隆多,埃里克·巴龙多,,埃里克·巴龍多,,,Erick Barrondo,危地马拉田径运动员,,,瓜地馬拉男子田徑運動員（競走）,,Guatemalan racewalker,埃里克·巴龙多,"Erick Bernabé Barrondo García, Erick Bernabe Barrondo Garcia",https://zh.wikipedia.org/wiki/埃里克·巴龙多,,,https://en.wikipedia.org/wiki/Érick Barrondo,,
Q1718,item,杜塞爾多夫,,,杜塞道夫,杜塞多夫,Дюссельдорф,Düsseldorf,德國北萊茵-西法倫州首府,,,德國北萊茵-西法倫邦首府,,capital city of the German federated state of North Rhine-Westphalia,杜塞尔多夫,"Dusseldorf, Duesseldorf",https://zh.wikipedia.org/wiki/杜塞尔多夫,https://zh-yue.wikipedia.org/wiki/杜塞多夫,https://kk.wikipedia.org/wiki/Дюссельдорф,https://en.wikipedia.org/wiki/Düsseldorf,,
Q1721,item,威斯巴登,威斯巴登,威斯巴登,威斯巴登,威斯巴登,Висбаден,Wiesbaden,黑森州的首府,,德国城市,,,capital of the German state of Hesse,,,https://zh.wikipedia.org/wiki/威斯巴登,https://zh-yue.wikipedia.org/wiki/威斯巴登,https://kk.wikipedia.org/wiki/Висбаден,https://en.wikipedia.org/wiki/Wiesbaden,,
Q1724,item,萨尔布吕肯,萨尔布吕肯,萨尔布吕肯,薩爾布魯根,沙卜勤,Саарбрюккен,Saarbrücken,德国萨尔州首府,,,,,capital of the German state of Saarland,,"Saarbrucken, Saarbrück",https://zh.wikipedia.org/wiki/萨尔布吕肯,https://zh-yue.wikipedia.org/wiki/沙卜勤,https://kk.wikipedia.org/wiki/Саарбрюккен,https://en.wikipedia.org/wiki/Saarbrücken,,
Q1738,item,罗比·格拉巴兹,,,,,,Robert Grabarz,,,,,,British high jumper,,"Robert ""Robbie"" Karl Grabarz, Robert Karl Grabarz",https://zh.wikipedia.org/wiki/罗比·格拉巴茨,,,https://en.wikipedia.org/wiki/Robbie Grabarz,,
Q1746,item,薩馬拉省,,,,,,Samara Governorate,,,,,,administrative unit of the Russian Empire,,,https://zh.wikipedia.org/wiki/薩馬拉省,,,https://en.wikipedia.org/wiki/Samara Governorate,,
Q1749,item,加里宁格勒州,加里宁格勒州,,,加里寧格勒州,,Kaliningrad Oblast,俄罗斯第一级行政区划,俄罗斯联邦行政区划，以及俄罗斯唯一一个外飞地,,俄羅斯聯邦的其中一州,,exclave of Russia sandwiched between Poland and Lithuania,,,https://zh.wikipedia.org/wiki/加里宁格勒州,https://zh-yue.wikipedia.org/wiki/加里寧格勒州,,https://en.wikipedia.org/wiki/Kaliningrad Oblast,,
Q1755,item,托马什·马耶夫斯基,,,,,,Tomasz Majewski,,,,,,Polish shot putter,,,https://zh.wikipedia.org/wiki/托马什·马耶夫斯基,,,https://en.wikipedia.org/wiki/Tomasz Majewski,,
Q1757,item,赫尔辛基,赫尔辛基,赫尔辛基,赫爾辛基,赫爾辛基,Хельсинки,Helsinki,芬蘭首都,芬兰首都,芬兰首都,芬蘭首都,,capital and most populous city of Finland,,"Helsingfors, Helsingia, Helsingin kaupunki, Stadi, Hesa",https://zh.wikipedia.org/wiki/赫尔辛基,https://zh-yue.wikipedia.org/wiki/赫爾辛基,https://kk.wikipedia.org/wiki/Хельсинки,https://en.wikipedia.org/wiki/Helsinki,,
Q1759,item,摩爾曼斯克州,摩尔曼斯克州,,,莫曼斯克州,,Murmansk Oblast,俄罗斯第一级行政区划,,,,俄國西北嘅州,federal subject of Russia,,"Murmanskaya oblast, Murmansk Oblast (Russia)",https://zh.wikipedia.org/wiki/摩爾曼斯克州,https://zh-yue.wikipedia.org/wiki/莫曼斯克州,,https://en.wikipedia.org/wiki/Murmansk Oblast,,
Q1789,item,阿什顿·伊顿,,,,,,Ashton Eaton,,,,,,American decathlete,,Ashton James Eaton,https://zh.wikipedia.org/wiki/阿仕頓·伊頓,,,https://en.wikipedia.org/wiki/Ashton Eaton,,
Q1807,item,,,,,,,Eilbek,,,,,,"quarter in Hamburg, Germany",,,,,,https://en.wikipedia.org/wiki/Eilbek,,
Q1812,item,戈爾迪安三世,戈爾迪安三世,戈爾迪安三世,戈爾迪安三世,戈爾迪安三世,,Gordian III,,,,,,Roman emperor (225-244),,"Emperor of Rome Gordianus III, Emperor of Rome Gordian III, Marcus Antonius Gordianus, Marcus Antonius Gordianus Pius, Gordianus III",https://zh.wikipedia.org/wiki/戈爾迪安三世,https://zh-yue.wikipedia.org/wiki/戈爾迪安三世,,https://en.wikipedia.org/wiki/Gordian III,,
Q1818,item,汉堡-波彭比特尔,汉堡-波彭比特尔,汉堡-波彭比特尔,,,,Poppenbüttel,,,,,,"quarter in the borough Wandsbek of Hamburg, Germany",,,,,,https://en.wikipedia.org/wiki/Poppenbüttel,,
Q1820,item,,,,,,,Rahlstedt,,,,,,"quarter in Wandsbek, Hamburg",,,,,,https://en.wikipedia.org/wiki/Rahlstedt,,
Q1832,item,钆,,,釓,釓,Гадолиний,gadolinium,原子序数为64的化学元素,,,原子序數為64的化學元素,,element with the atomic number of 64,Gd,"Gd, element 64, 64Gd, Gad, gadolininum, gadolinum",https://zh.wikipedia.org/wiki/钆,https://zh-yue.wikipedia.org/wiki/釓,https://kk.wikipedia.org/wiki/Гадолиний,https://en.wikipedia.org/wiki/Gadolinium,Gd,
Q1837,item,,,,,,,Wohldorf-Ohlstedt,,,,,,"quarter in Hamburg, Germany",,,,,,https://en.wikipedia.org/wiki/Wohldorf-Ohlstedt,,
Q1860,item,英語,英语,英语,英語,英文,Ағылшын тілі,English,屬於印歐語系日耳曼語族西日耳曼語言，起源於英國英格蘭地區的語言,印欧语系西日耳曼语族的一种语言,属于印欧语系日耳曼语族西日耳曼语言,屬於印歐語系日耳曼語族西日耳曼語言，起源於英國英格蘭地區的語言,印歐語系日耳曼語族嘅語種，講喺以英美為首嘅英文圈，亦係現代世界嘅國際通用語言,West Germanic language,"英文, EN, en","English language, en, eng, English (language), English Language, English-language, English the Global Language, The English language, ISO 639:eng, ISO 639:en, ISO 639-1:en",https://zh.wikipedia.org/wiki/英语,https://zh-yue.wikipedia.org/wiki/英文,https://kk.wikipedia.org/wiki/Ағылшын тілі,https://en.wikipedia.org/wiki/English language,"Ағылшынша, ағылш.",Англиядан тараған батыс герман тобына жататын тіл
Q1866,item,邦加-勿里洞省,邦加-勿里洞省,,,邦加-勿里洞,,Bangka Belitung Islands,印尼省份,,,,,"province of Indonesia, on Bangka and Belitung, and several smaller islands","邦加—勿里洞省, 邦加勿里洞省","Bangka Belitung Islands Province, Babel",https://zh.wikipedia.org/wiki/邦加-勿里洞省,https://zh-yue.wikipedia.org/wiki/邦加-勿里洞,,https://en.wikipedia.org/wiki/Bangka Belitung Islands,,
Q1871,item,外交,,,,,,Diplomacy,桌遊,,,,,strategic board game,,,https://zh.wikipedia.org/wiki/外交 (遊戲),,,https://en.wikipedia.org/wiki/Diplomacy (game),,
Q1890,item,明古魯省,明古鲁省,明古鲁省,明古魯省,明古魯,,Bengkulu,印度尼西亞省份，在蘇門達臘島上,,印度尼西亚省份,印度尼西亞省份，在蘇門達臘島上,,"province of Indonesia, on the island of Sumatra",,"Bengkulu Province, Bangkahulu",https://zh.wikipedia.org/wiki/明古魯省,https://zh-yue.wikipedia.org/wiki/明古魯,,https://en.wikipedia.org/wiki/Bengkulu,,
Q1911,item,奥利弗·吉鲁,奥利维耶·吉鲁,奥利维耶·吉鲁,,捷胡特,Оливье Жиру,Olivier Giroud,法國足球運動員,法国足球运动员,,,,French association football player,奧利華·基奧特,Olivier Jonathan Giroud,https://zh.wikipedia.org/wiki/奥利弗·吉鲁,https://zh-yue.wikipedia.org/wiki/基奧特,https://kk.wikipedia.org/wiki/Оливье Жиру,https://en.wikipedia.org/wiki/Olivier Giroud,,
Q1925,item,扬·姆维拉,,,,,,Yann M'Vila,,,,,,French association football player,,Yann Gérard M'Vila,https://zh.wikipedia.org/wiki/扬·姆维拉,,,https://en.wikipedia.org/wiki/Yann M'Vila,,
Q1934,item,西德尼·戈武,,,,薛尼高禾,,Sidney Govou,,,,,,French association football player,,Sidney Rodrigue Noukpo Govou,https://zh.wikipedia.org/wiki/西德尼·戈武,https://zh-yue.wikipedia.org/wiki/薛尼高禾,,https://en.wikipedia.org/wiki/Sidney Govou,,
Q1936,item,贾布里勒·西塞,,,,積布施斯,Джибриль Сиссе,Djibril Cissé,,,,,,French association football player,,,https://zh.wikipedia.org/wiki/贾布里勒·西塞,https://zh-yue.wikipedia.org/wiki/積布施斯,https://kk.wikipedia.org/wiki/Джибриль Сиссе,https://en.wikipedia.org/wiki/Djibril Cissé,,
Q1938,item,巴卡雷·萨尼亚,,,,沙格拿,Бакари Санья,Bacary Sagna,,,,,,French association football player,,,https://zh.wikipedia.org/wiki/巴卡雷·萨尼亚,https://zh-yue.wikipedia.org/wiki/沙格拿,https://kk.wikipedia.org/wiki/Бакари Санья,https://en.wikipedia.org/wiki/Bacary Sagna,,
Q1946,item,木星的衛星,,,,木星嘅衞星,Юпитер серіктері,list of moons of Jupiter,維基媒體列表條目,维基媒体列表条目,维基媒体列表条目,維基媒體列表條目,,Wikimedia list article,,list of Jupiter's moons,https://zh.wikipedia.org/wiki/木星的卫星,https://zh-yue.wikipedia.org/wiki/木星嘅衞星,https://kk.wikipedia.org/wiki/Юпитер серіктері,https://en.wikipedia.org/wiki/Moons of Jupiter,,
Q1956,item,赫尔曼·迈尔,,,,哈曼邁爾,,Hermann Maier,,,,,,Austrian alpine skier,,Herminator,https://zh.wikipedia.org/wiki/赫尔曼·迈尔,https://zh-yue.wikipedia.org/wiki/哈曼邁爾,,https://en.wikipedia.org/wiki/Hermann Maier,,
Q1976,item,日沃尔,日沃尔,日沃尔,,吉佛斯,,Givors,法國里昂大都會市鎮,法国里昂大都会市镇,法国里昂大都会市镇,,,"commune in the metropolis of Lyon, France",,"Saint-Martin-de-Cornas (réunie à Givors), Cornas-sur-Gier",https://zh.wikipedia.org/wiki/日沃尔,https://zh-yue.wikipedia.org/wiki/吉佛斯,,https://en.wikipedia.org/wiki/Givors,,
Q1977,item,里沃莱,,里沃莱,,,,Rivolet,法国罗讷省市镇,法国市镇,法国罗讷省市镇,,,"commune in Rhône, France",,,https://zh.wikipedia.org/wiki/里沃莱,,,https://en.wikipedia.org/wiki/Rivolet,,
Q1987,item,2002年,,,2002年,2002年,2002 жыл,2002,年,年份,,儒略曆或格里曆之年份,年,calendar year,,MMII,https://zh.wikipedia.org/wiki/2002年,https://zh-yue.wikipedia.org/wiki/2002年,https://kk.wikipedia.org/wiki/2002 жыл,https://en.wikipedia.org/wiki/2002,,
Q1996,item,2009年,,,2009年,2009年,2009 жыл,2009,年,年份,,儒略曆或格里曆之年份,年,year,,"MMIX, year 2009",https://zh.wikipedia.org/wiki/2009年,https://zh-yue.wikipedia.org/wiki/2009年,https://kk.wikipedia.org/wiki/2009 жыл,https://en.wikipedia.org/wiki/2009,,
Q2003,item,紐芬蘭-拉布拉多省,纽芬兰-拉布拉多省,纽芬兰-拉布拉多省,紐芬蘭-拉布拉多,紐芬蘭與拉布拉多,Ньюфаундленд және Лабрадор,Newfoundland and Labrador,加拿大省份,,加拿大省份,,,province of Canada,"新發地與拉布拉多, 新发地与拉布拉多, 纽芬兰和拉布拉多省","NL, New Foundland and Labrador, N.L., Newfoundland, Nfld., NFLD, CA-NL, Canada's Happy Province",https://zh.wikipedia.org/wiki/紐芬蘭與拉布拉多省,https://zh-yue.wikipedia.org/wiki/紐芬蘭與拉布拉多,https://kk.wikipedia.org/wiki/Ньюфаундленд және Лабрадор,https://en.wikipedia.org/wiki/Newfoundland and Labrador,,Канада провинциясы
Q2011,item,里昂韦斯站,,,,,,Gare de Lyon-Vaise,法国铁路车站,,,,,"railway station in Lyon, France",,,https://zh.wikipedia.org/wiki/里昂韦斯站,,,https://en.wikipedia.org/wiki/Lyon-Vaise station,,
Q2019,item,2005年,2005年,2005年,2005年,2005年,2005 жыл,2005,年,年份,,儒略曆或格里曆之年份,年,year,,MMV,https://zh.wikipedia.org/wiki/2005年,https://zh-yue.wikipedia.org/wiki/2005年,https://kk.wikipedia.org/wiki/2005 жыл,https://en.wikipedia.org/wiki/2005,,
Q2026,item,尚博-阿利耶尔,尚博-阿利耶尔,尚博-阿利耶尔,,,,Chambost-Allières,法国罗讷省市镇,法国市镇,法国罗讷省市镇,,,"commune in Rhône, France",,,https://zh.wikipedia.org/wiki/尚博-阿利耶尔,,,https://en.wikipedia.org/wiki/Chambost-Allières,,
Q2029,item,里昂歷史,里昂历史,,,,,history of Lyon,,,,,,aspect of history,,Lyon history,https://zh.wikipedia.org/wiki/里昂歷史,,,https://en.wikipedia.org/wiki/History of Lyon,,
Q2032,item,盧森堡區,卢森堡区,,,,,Luxembourg District,盧森堡曾經的3個區之一，於2015年10月3日廢除,,,,,"one of three districts of the Grand Duchy of Luxembourg, abolished with the two others in 2015",,District of Luxembourg,https://zh.wikipedia.org/wiki/盧森堡區,,,https://en.wikipedia.org/wiki/Luxembourg District,,
Q2041,item,,,,,,,bridges of Lyon,维基媒体列表条目,维基媒体列表条目,维基媒体列表条目,維基媒體列表條目,,Wikimedia list article,,,,,,https://en.wikipedia.org/wiki/Bridges of Lyon,,
Q2048,item,1907年,1907年,1907年,1907年,1907年,1907 жыл,1907,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1907年,https://zh-yue.wikipedia.org/wiki/1907年,https://kk.wikipedia.org/wiki/1907 жыл,https://en.wikipedia.org/wiki/1907,,
Q2049,item,1906年,1906年,1906年,1906年,1906年,1906 жыл,1906,年,年份,年份,儒略曆或格里曆之年份,年,common year starting on Monday,,,https://zh.wikipedia.org/wiki/1906年,https://zh-yue.wikipedia.org/wiki/1906年,https://kk.wikipedia.org/wiki/1906 жыл,https://en.wikipedia.org/wiki/1906,,
Q2052,item,佛罗伦萨足球俱乐部,佛罗伦萨足球俱乐部,佛罗伦萨足球俱乐部,,費倫天拿足球會,Фиорентина,ACF Fiorentina,意大利足球俱乐部,意大利的一个足球俱乐部,,,,"association football club in Florence, Italy",,"Fiorentina, A.C.F. Fiorentina, Associazione Calcio Fiorentina, A.C. Fiorentina, AC Fiorentina, A.C.F.Fiorentina, Florentia Viola",https://zh.wikipedia.org/wiki/佛罗伦萨足球俱乐部,https://zh-yue.wikipedia.org/wiki/費倫天拿足球會,https://kk.wikipedia.org/wiki/Фиорентина,https://en.wikipedia.org/wiki/ACF Fiorentina,,
Q2057,item,1909年,1909年,1909年,1909年,1909年,1909 жыл,1909,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1909年,https://zh-yue.wikipedia.org/wiki/1909年,https://kk.wikipedia.org/wiki/1909 жыл,https://en.wikipedia.org/wiki/1909,,
Q2059,item,,,,,,,Gare de Lyon-Gorge-de-Loup,,,,,,"railway station Lyon, France",,,,,,https://en.wikipedia.org/wiki/Lyon-Gorge-de-Loup station,,
Q2065,item,1993年,,,1993年,1993年,1993 жыл,1993,年,年份,年份,儒略曆或格里曆之年份,年,year,,MCMXCIII,https://zh.wikipedia.org/wiki/1993年,https://zh-yue.wikipedia.org/wiki/1993年,https://kk.wikipedia.org/wiki/1993 жыл,https://en.wikipedia.org/wiki/1993,,
Q2070,item,1996年,,,1996年,1996年,1996 жыл,1996,年,年份,年份,儒略曆或格里曆之年份,年,year,,MCMXCVI,https://zh.wikipedia.org/wiki/1996年,https://zh-yue.wikipedia.org/wiki/1996年,https://kk.wikipedia.org/wiki/1996 жыл,https://en.wikipedia.org/wiki/1996,,
Q2073,item,科米共和国,,,,科密,Коми Республикасы,Komi Republic,俄罗斯第一级行政区划,,,,,first-level administrative division of Russia,,"Republic of Komi, Komi",https://zh.wikipedia.org/wiki/科米共和国,https://zh-yue.wikipedia.org/wiki/科密,https://kk.wikipedia.org/wiki/Коми Республикасы,https://en.wikipedia.org/wiki/Komi Republic,,
Q2077,item,1912年,1912年,1912年,1912年,1912年,1912 жыл,1912,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1912年,https://zh-yue.wikipedia.org/wiki/1912年,https://kk.wikipedia.org/wiki/1912 жыл,https://en.wikipedia.org/wiki/1912,,
Q2091,item,1999年,,,1999年,1999年,1999 жыл,1999,1990年代的第10个年份,年份,年份,儒略曆或格里曆之年份,年,year,,MCMXCIX,https://zh.wikipedia.org/wiki/1999年,https://zh-yue.wikipedia.org/wiki/1999年,https://kk.wikipedia.org/wiki/1999 жыл,https://en.wikipedia.org/wiki/1999,,
Q2096,item,,,埃德蒙顿,愛德蒙頓,愛民頓,Эдмонтон,Edmonton,,加拿大的城市,加拿大阿尔伯塔省省会,加拿大的城市,加拿大亞伯達省省會,"capital city of the province of Alberta, Canada",,"Edmonton, Alberta, Edmonton, AB, City of Edmonton",https://zh.wikipedia.org/wiki/埃德蒙顿,https://zh-yue.wikipedia.org/wiki/愛民頓,https://kk.wikipedia.org/wiki/Эдмонтон,https://en.wikipedia.org/wiki/Edmonton,,
Q2100,item,杜伊斯堡,杜伊斯堡,杜伊斯堡,杜伊斯堡,杜伊斯堡,Дуйсбург,Duisburg,德國北萊茵 - 威斯特伐利亞州的城市,,,,,"city in North Rhine-Westphalia, Germany",德文版本,,https://zh.wikipedia.org/wiki/杜伊斯堡,https://zh-yue.wikipedia.org/wiki/杜伊斯堡,https://kk.wikipedia.org/wiki/Дуйсбург,https://en.wikipedia.org/wiki/Duisburg,,
Q2105,item,雅克·希拉克,雅克·希拉克,雅克·希拉克,,希拉克,Жак Ширак,Jacques Chirac,法国政治人物,法国政治家,,,,President of France from 1995 to 2007,"希拉克, 雅克·勒内·希拉克, 席哈克, 雅克·席哈克, 雅各·席哈克, 賈克·席哈克",Jacques René Chirac,https://zh.wikipedia.org/wiki/雅克·希拉克,https://zh-yue.wikipedia.org/wiki/希拉克,https://kk.wikipedia.org/wiki/Жак Ширак,https://en.wikipedia.org/wiki/Jacques Chirac,,
Q2109,item,阿里卡和帕里纳科塔大区,,,,阿列卡同帕利拿哥達大區,,Arica y Parinacota Region,,,,,,administrative division in Chile,,XV Arica and Parinacota Region,https://zh.wikipedia.org/wiki/阿里卡和帕里纳科塔大区,https://zh-yue.wikipedia.org/wiki/阿列卡同帕利拿哥達大區,,https://en.wikipedia.org/wiki/Arica y Parinacota Region,,
Q2114,item,塔拉帕卡大区,,,,塔拉帕卡大區,,Tarapacá Region,智利北端的一个大区（I区）,,,,,administrative division in Chile,,Tarapaca Region,https://zh.wikipedia.org/wiki/塔拉帕卡大区,https://zh-yue.wikipedia.org/wiki/塔拉帕卡大區,,https://en.wikipedia.org/wiki/Tarapacá Region,,
Q2119,item,曼海姆,曼海姆,曼海姆,曼海姆,曼海姆,Мангейм,Mannheim,德国巴登-符腾堡州城市,,,,,"city in Baden-Württemberg, Germany",,"Mannem, Monnem, Universitätsstadt Mannheim, Mannheim, Germany, Mannheim (Germany), Mannheim Germany",https://zh.wikipedia.org/wiki/曼海姆,https://zh-yue.wikipedia.org/wiki/曼海姆,,https://en.wikipedia.org/wiki/Mannheim,,
Q2132,item,維多利亞,维多利亚,维多利亚,維多利亞,域多利,Виктория (Британдық Колумбия),Victoria,加拿大不列顛哥倫比亞省首府,加拿大不列颠哥伦比亚省首府,加拿大不列颠哥伦比亚省首府,加拿大不列顛哥倫比亞省首府,,"capital city of the province of British Columbia, Canada",,"Victoria, British Columbia, Victoria, BC",https://zh.wikipedia.org/wiki/維多利亞 (不列顛哥倫比亞),https://zh-yue.wikipedia.org/wiki/域多利,https://kk.wikipedia.org/wiki/Виктория (Британдық Колумбия),"https://en.wikipedia.org/wiki/Victoria, British Columbia",,
Q2137,item,托季馬,托季马,,,,,Totma,,,,,,"town in Vologda Oblast, Russia",,,https://zh.wikipedia.org/wiki/托季馬,,,https://en.wikipedia.org/wiki/Totma,,
Q2142,item,孙悟空,孙悟空,,,,,Goku,漫画《龙珠》主角,,,,,protagonist of the Dragon Ball franchise,,"Kakarot, Son Goku, Gokū, Zero, Kakarotto, Son Gokū, Goku SON",https://zh.wikipedia.org/wiki/孙悟空 (七龙珠),,,https://en.wikipedia.org/wiki/Goku,,
Q2148,item,蘇聯政府,部长会议,蘇聯部长会议,,,КСРО үкіметі,Government of the Soviet Union,,,,,,main body of the executive branch of government in the Soviet Union,"蘇聯政府組織, 部长会议","Government of the Union of Soviet Socialist Republic, Government of the USSR, Soviet Government, the Soviet Union government, Soviet Union government",,,https://kk.wikipedia.org/wiki/КСРО үкіметі,https://en.wikipedia.org/wiki/Government of the Soviet Union,,
Q2149,item,XXX,XXX,XXX,XXX,,,XXX,維基媒體消歧義頁,维基媒体消歧义页,维基媒体消歧义页,維基媒體消歧義頁,維基媒體搞清楚版,Wikimedia disambiguation page,,,https://zh.wikipedia.org/wiki/XXX,,,https://en.wikipedia.org/wiki/XXX,,Уикипедия:Айрық
